"","StateName","MeasureId","MeasureName","CountyName","ReportYear","Value","UnitName","YearStart","YearEnd","DataValue","DataSource","Topic","Question","StratificationCategory1","Stratification1","average Measured Air conditional Value in State","Total chronic disease value","state_census","Ratio.Total.chronic.disease.value.per.census","Index.Total.chronic.disease.value.per.census.per.average.Measured.Air.conditional.Value.in.State","Index.type"
"31","Alaska",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Anchorage",2011,0,"No Units",2011,2015,115,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",0,259,722128,0.000358662176234684,Inf,"percentage"
"32","Alaska",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Anchorage",2011,0,"No Units",2011,2015,144,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",0,259,722128,0.000358662176234684,Inf,"percentage"
"33","Alaska",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Denali",2011,0,"No Units",2011,2015,115,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",0,259,722128,0.000358662176234684,Inf,"percentage"
"34","Alaska",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Denali",2011,0,"No Units",2011,2015,144,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",0,259,722128,0.000358662176234684,Inf,"percentage"
"35","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Cochise",2011,1,"No Units",2011,2015,1502,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"36","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Cochise",2011,1,"No Units",2011,2015,1276,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"37","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Coconino",2011,3,"No Units",2011,2015,1502,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"38","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Coconino",2011,3,"No Units",2011,2015,1276,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"39","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Gila",2011,4,"No Units",2011,2015,1502,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"40","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Gila",2011,4,"No Units",2011,2015,1276,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"41","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maricopa",2011,18,"No Units",2011,2015,1502,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"42","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Maricopa",2011,18,"No Units",2011,2015,1276,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"43","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Navajo",2011,0,"No Units",2011,2015,1502,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"44","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Navajo",2011,0,"No Units",2011,2015,1276,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"45","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Pima",2011,3,"No Units",2011,2015,1502,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"46","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Pima",2011,3,"No Units",2011,2015,1276,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"47","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Pinal",2011,6,"No Units",2011,2015,1502,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"48","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Pinal",2011,6,"No Units",2011,2015,1276,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"49","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Yavapai",2011,1,"No Units",2011,2015,1502,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"50","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Yavapai",2011,1,"No Units",2011,2015,1276,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"51","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Yuma",2011,5,"No Units",2011,2015,1502,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"52","Arizona",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Yuma",2011,5,"No Units",2011,2015,1276,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.55555555555556,2778,6472643,0.000429190981180331,0.00942126544054385,"percentage"
"53","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Crittenden",2011,8,"No Units",2011,2015,854,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"54","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Crittenden",2011,8,"No Units",2011,2015,1263,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"55","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Newton",2011,0,"No Units",2011,2015,854,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"56","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Newton",2011,0,"No Units",2011,2015,1263,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"57","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Polk",2011,5,"No Units",2011,2015,854,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"58","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Polk",2011,5,"No Units",2011,2015,1263,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"59","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Pulaski",2011,11,"No Units",2011,2015,854,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"60","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Pulaski",2011,11,"No Units",2011,2015,1263,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"61","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Van Buren",2011,0,"No Units",2011,2015,854,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"62","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Van Buren",2011,0,"No Units",2011,2015,1263,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"63","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Washington",2011,4,"No Units",2011,2015,854,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"64","Arkansas",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Washington",2011,4,"No Units",2011,2015,1263,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",4.66666666666667,2117,2940667,0.000719904701892462,0.015426529326267,"percentage"
"65","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Alameda",2011,2,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"66","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Alameda",2011,2,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"67","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Amador",2011,2,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"68","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Amador",2011,2,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"69","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Butte",2011,6,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"70","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Butte",2011,6,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"71","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Calaveras",2011,3,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"72","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Calaveras",2011,3,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"73","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Colusa",2011,0,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"74","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Colusa",2011,0,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"75","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Contra Costa",2011,3,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"76","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Contra Costa",2011,3,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"77","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","El Dorado",2011,25,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"78","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","El Dorado",2011,25,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"79","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Fresno",2011,62,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"80","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Fresno",2011,62,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"81","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Glenn",2011,0,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"82","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Glenn",2011,0,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"83","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Humboldt",2011,0,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"84","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Humboldt",2011,0,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"85","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Imperial",2011,15,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"86","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Imperial",2011,15,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"87","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Inyo",2011,3,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"88","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Inyo",2011,3,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"89","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kern",2011,70,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"90","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kern",2011,70,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"91","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kings",2011,28,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"92","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Kings",2011,28,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"93","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Lake",2011,0,"No Units",2011,2015,6528,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Male",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
"94","California",83,"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Lake",2011,0,"No Units",2011,2015,5946,"Death Certificate","Cancer","Cancer of the lung and bronchus, mortality","Gender","Female",15.8541666666667,12474,37638369,0.000331417123839771,0.00209041024235335,"percentage"
